Video ID,Title,Description,Published At,Channel Title,Tags,View Count,Like Count,Dislike Count,Comment Count,Duration,Dimension,Definition,Caption,Category ID,Region Code,Country,Category Name
2jGIlPOMQok,【パリ出場権を争う日中対決】終盤ダイジェスト【眞鍋ジャパン 第7戦 日本 vs 中国】解説 狩野舞子  // バレーボールネーションズリーグ2024,"【TVerで日本ラウンド／U-NEXT Paraviコーナーで全試合 生配信】
◆TVer
https://tver.jp/specials/volleyball/all24_0521?utm_campaign=volley_nationsleague24_yt&utm_medium=referral&utm_source=youtube.com

◆U-NEXT Paraviコーナー
https://t.unext.jp/r/volley-nationsleague_youtube

◆ネーションズリーグ2024 放送スケジュール
https://www.tbs.co.jp/volley-nationsleague/

◆TBSバレーボール班公式アカウント 「TBSバレブー」
https://twitter.com/TBSvolleyboo

Japan women's national volleyball team

#バレーボール女子日本代表  #バレーボール #ネーションズリーグ #volleyball  #VNL2024",2024-05-31T15:24:05Z,【公式】TBS スポーツ,"['岩崎こよみ', '林琴奈', '古賀紗理那', '石川真佑', '山岸あかね', '関菜々巳', '渡邊彩', '小島満菜美', '田中瑞稀', '井上愛里沙', '山田二千華', '福留慧美', '松井珠己', 'オクム大庭冬美ハウィ', '宮部藍梨', '黒後愛', '西村弥菜美', '中川つかさ', '平山詩嫣', '荒木彩花', '和田由紀子', '長内美和子', '山中宏予', '佐藤淑乃', '眞鍋ジャパン', 'ネーションズリーグ2024', '火の鳥NIPPON', '火の鳥nippon', 'วอลเลย์บอล', 'ญี่ปุ่น', 'หญิงทีมชาติญี่ปุ่น', 'มายูอิชิกาวะ', 'ชารินะโคกะ', 'มิยูนากาโอกะ', 'สู้ๆ', 'วอลเลย์บอลหญิง', 'วอลเลย์บอลเนชันส์ลีก', 'วอลเลย์บอลเนชันส์ลีก2024', 'วอลเลย์บอลหญิงทีมชาติญี่ปุ่น', 'ทีมชาติญี่ปุ่น สู้ๆนะ', 'วอลเลย์บอลหญิงทีมชาติญี่ปุ่น สู้ๆนะ', 'มาสนับสนุนทีมชาติญี่ปุ่นกันเถอะ', 'saori', 'saorikimura', 'ไอคุโรโกะ', 'aikurogo']",328142,2146,N/A,190,PT6M33S,2d,hd,false,17,JP,JP,Sports
O3gSyqK2ukM,全人類待望のNEWイチローを使うぞ！！あれだけ酷評してたが使ってみたらまさかの当たり連発でVIP困惑！？【プロスピA】# 1368,"チャンネル登録
http://youtube.com/c/vipbb

VIPのLINE公式アカウント(クリックしたら友達登録画面にいきます)
https://lin.ee/tLBnLI8

他ゲーを生配信してるサイト(APEXなど)
https://www.twitch.tv/vipjapan0619

実写チャンネル(週2.3日投稿)
https://www.youtube.com/channel/UCsiL2nqKZaikax1jouOFMBg

VIPのなにしてんねん！LINEスタンプ
https://store.line.me/stickershop/product/15401876

チャンネルメンバーシップ(メンバー限定の生放送や動画が見れる。限定の絵文字も使える)←月額かかります
メンバー期間が長いほどマークの色が変わっていきます
https://www.youtube.com/channel/UCy9GuRXGTm8TliQ-OJ7KwzA/join

〓V.I.P〓の実績
プロスピAチャンピオンシップ2018~2019 西日本大会優勝
プロスピAチャンピオンシップ2018~2019 全国大会優勝

ツイッター
https://twitter.com/vip_japanA

インスタ
https://www.instagram.com/bb_r_bb/

お仕事のご連絡があればこちら→vipjapanchannel@gmail.com

▼ファンレター、プレゼントの送付先に関しては、下記をご使用ください！▼
〒107-6228
東京都港区赤坂9-7-1
ミッドタウン・タワー 28階
UUUM株式会社
【V.I.P】　宛

BGM(友人作):https://www.youtube.com/channel/UCxqnopq06PUiMHCqcwh-9uw/featured

Track: Ikson - Paradise [Official]
Music provided by Ikson® 
Listen: https://youtu.be/TiQ7aug-GwI

#プロスピ #イチローセレクション #VIP #プロスピA #プロ野球スピリッツ #リアタイ #ガチャ #びっぷ",2024-05-31T10:30:07Z,【V.I.P】,"['プロスピ', 'プロスピa', 'プロスピA', 'プロ野球', 'プロ野球スピリッツ', 'リアタイ', 'リアルタイム対戦', 'ガチャ', '神回', '神引き', 'プロスピ2019', 'V.I.P', 'セレクション', 'イベント']",530170,8891,N/A,1334,PT12M13S,2d,hd,false,20,JP,JP,Gaming
yh82F6jhIZE,【咲楽と次女・栞】実家に帰ったら妹に激しく詰められました,"今回は実家での母と次女・栞と私の日常をお届けします！
長女って案外肩身狭くないですか？笑

初の料理本が絶賛発売中！！
『井上咲楽のおまもりごはん』
購入はこちら→井上咲楽のおまもりごはん https://amzn.asia/d/9NPT1Eo

【Instagram】
https://www.instagram.com/bling2sakur...

【Twitter】
https://x.com/bling2sakura/status/177...

【note】
https://note.com/inokun",2024-05-31T10:00:54Z,井上 咲楽 Sakura Inoue,[],250834,5693,N/A,536,PT17M23S,2d,hd,false,24,JP,JP,Entertainment
VGnOpZhsPk4,ATEEZ(에이티즈) - 'WORK' Official MV,"[GOLDEN HOUR : Part.1]
Release Date: 2024. 5. 31

Spotify ▶ https://bit.ly/47IOuQs
iTunes ▶ https://bit.ly/49YmeL0
Melon ▶ https://bit.ly/3x8ACSa
genie ▶ https://bit.ly/3yHz8ij
FLO ▶ https://bit.ly/4e5Aun6

CHOREOGRAPHY : J Blaze, B.B TRIPPIN, SAN

본 영상은 전문가 대동 하에 안전에 유의하며 촬영하였습니다.

The safety of all staff - human and animal - was ensured on set under guidance of experts.

▶ ATEEZ Official Platform:
http://ateez.kqent.com
▶ ATEEZ Official X:
https://twitter.com/ATEEZofficial
▶ ATEEZ Official Instagram:
https://instagram.com/ATEEZ_official_
▶ ATEEZ Official TikTok:
https://www.tiktok.com/@ateez_official_
▶ ATEEZ Official Facebook:
https://facebook.com/ATEEZofficial

▶ KQ Official Homepage: 
http://kqent.com
▶ KQ Official Facebook: 
https://facebook.com/kqent
▶ KQ Official X: 
https://twitter.com/kqent
▶ KQ Official Instagram:
https://instagram.com/kqent

#ATEEZ #에이티즈 #GOLDENHOUR_Part1",2024-05-31T04:00:01Z,KQ ENTERTAINMENT,"['KQ', '케이큐']",15286570,408362,N/A,33981,PT3M15S,2d,hd,true,10,JP,JP,Music
P-uEHumQlbw,［まこみな］高校生からの大親友に結婚報告してみた😂wwww,"みなみの反応が面白すぎました😂



（見えてないんですけどシートベルトしてます
力入れて前のめりしてます）



お仕事のご依頼先はこちら
mailto:makochi@m-you.co.jp


🌙プレゼントのお送り先はこちら
〒162-0855
東京都新宿区二十騎町1-39
Vague 303号室",2024-05-31T12:30:23Z,まこち,"['まこち', 'まこみな', 'まこ', 'まこちゃん']",237548,6209,N/A,265,PT6M47S,2d,hd,false,24,JP,JP,Entertainment
9Eg5lysQb2M,○○しないと出られない部屋【剣持刀也/天宮こころ】,"提供：ウエニ貿易
@AmamiyaKokoro 

======================
【UN-DIMENSION web-site】
https://un-dimension.com/pages/vol4

●Vol.4
受注期間：～6月18日(火)23:59まで

【UN-DIMENSION POP UP @ DAIMARU TOKYO/DAIMARU UMEDA】
《⼤阪会場》⼤丸梅⽥店 1 階イベントスペース
期間: 5⽉29⽇（⽔）〜6⽉4⽇（⽕）

《東京会場》⼤丸東京店 1 階イベントスペース
期間: 6⽉5⽇（⽔）〜6⽉11⽇（⽕）

https://un-dimension.com/blogs/%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B9/20240529_2

■Twitter： https://x.com/un_dimension
■Instagram： https://www.instagram.com/un_dimension/
======================
※未成年の視聴者の方々はご確認ください。
https://www.anycolor.co.jp/notice-for-minors",2024-05-31T12:59:54Z,剣持刀也,"['剣持刀也', 'けんもちとうや', 'kenmochitoya', 'にじさんじ', 'nijisanji', 'Vtuber', 'anime', 'アニメ', 'japan', '切り抜き', '雑談', 'game', 'ゲーム', '実況', '歌ってみた', 'UN-DIMENSION', '3D']",271875,19146,N/A,258,PT54M54S,2d,hd,false,24,JP,JP,Entertainment
MA8VOSIZE-Y,新しい彼氏彼女連れてダブルデートしたらカオスすぎたww,"提供：dinsee

dinsee公式ショップはこちら
⏩ https://vo.la/GVqMg

夜のひと笑い専用クーポンコード
⏩yoru

夜のひと笑い専用クーポンとQoo10メガ割クーポンで最大60%OFF‼️

期間：2024/06/01 00:00〜2024/06/12 23:59

🌟商品ラインナップ🌟
・プレミアムビーガントーンアップ日焼け止め（トーンアップ/マイルド）
定価 4,600円 ➡︎割引後 2,120円
・プレミアムビーガン3 in 1サンスティック
定価 4,900円 ➡︎割引後 2,520円
・プレミアムビーガントーンアップ日焼け止め＋マイルド日焼け止め
定価 9,200円 ➡︎割引後 3,720円
※全てメガ割クーポン＋夜のひと笑い専用クーポン適用時 

その他の商品もメガ割でお得に買えちゃうよ❣️
詳細はQoo10のdinsee公式ショップをチェックしてね！

#PR #dinsee #Qoo10 #メガ割 #Qoo10メガ割 #ディンシー #日焼け止め #トーンアップ日焼け止め

夜のひと笑いの初アパレルブランドが設立されました！
S10（エステン）の公式ホームページはこちら！
（売り切れが予想されます。数量に限りがございますので、皆様お早めに！）
https://s10-official.com

S10（エステン）のインスタグラムのアカウントはこちら！
インスタライブもしますので是非チェック！
https://www.instagram.com/S10_sio


#夜のひと笑い　#short #shorts #tiktok #ショート　

____________________________________________
夜のひとりごと　#夜のひとりごと
https://www.youtube.com/channel/UCF9GkbOIOnv4T5rAMUWkK1w


夜のもうひと笑い
https://www.youtube.com/channel/UCmkXWjVlypIdtqq06qe92_w



いちえ
https://www.youtube.com/channel/UCdp3cybKck5rdkmwTiU5PJQ


Twitter
いちえ https://twitter.com/ichie19991027
こう　https://twitter.com/nakaikou1

Instagram
いちえ https://www.instagram.com/hnkichie27/?hl=ja
こう https://www.instagram.com/nakaikou4162/?hl=ja

TikTok
https://www.tiktok.com/@MS4wLjABAAAA6pwRzLr96up7MnqoEDuD4P8vuPeesjGSeKq1dKnKDjbDhBVOfDbuXx4QOl2KtLH_

■お仕事のご依頼等
contact.yorunohitowarai@gmail.com",2024-05-31T10:00:18Z,夜のひと笑い,"['夜のひと笑い', 'TikTok いちえ', 'こうくん', 'Tik Tok', 'よるのひとわらい', 'ドッキリ']",242482,3506,N/A,138,PT20M49S,2d,hd,false,24,JP,JP,Entertainment
BRSF4Y0DGxE,Don Quijote haul with peey #2 - ぺえとドンキ行ってきた #2,"◆Don Quijote haul with peey - ぺえとドンキ行ってきた
https://youtu.be/SnNEXh0GY7s?si=9ihYEjfxi8gsMsOu

Peco Instagram@pecotecooo
Tostalgic Clothing Instagram@tostalgic_clothing

〰️Tostalgic Clothing〰️
https://tostalgic-clothing.shop

Peey channel ​⁠@peeey",2024-05-31T11:00:10Z,Peco Channel,[],199591,4993,N/A,297,PT14M5S,2d,hd,false,22,JP,JP,People & Blogs
M8r3x4Re8-I,BABYMONSTER - 'LIKE THAT' EXCLUSIVE PERFORMANCE VIDEO,"BABYMONSTER — LIKE THAT

I see that look upon your face
Something my mind cannot erase
If we keep staring
Then I might have to

Might have to start to walk your way
I wanna hear what you would say 
You got high standards
And I do too

Cause all those girls
(They don’t)
Know what you need
(They don’t)
But I know I know
The way the way
To make to make sure you never leave

If I come close baby would you like that
If I give some would you give it right back
If I show you that I know where it’s at
Baby would you like that
Baby would you like that

Say you want love boy I know what that means
Make you feel way better than in your dreams
If I show you that I know where it’s at
Baby would you like that
Baby would you like that

Yo it’s like that like that
How you run it right back
know you on the right track
Queen ace blackjack
I be thinking way too much
I need to let it go
You be running through my mind
And I’mma let it show

Cause ain’t nobody stepping up to me
And saying nothing when I calling you 
Be running eye to eye we never fronting yeah
We zoning bet we stunting on and on and on and
To the top baby boy we be rolling

Cause all those girls
(They don’t)
Know what you need
(They don’t)
But I know I know
The way the way
To make to make sure you never leave

If I come close baby would you like that
If I give some would you give it right back
If I show you that I know where it’s at
Baby would you like that
Baby would you like that

Say you want love boy I know what that means
Make you feel way better than in your dreams
If I show you that I know where it’s at
Baby would you like that
Baby would you like that

I want you
In my arms
In my arms
My arms
That’s where you need to be

In my arms
In my arms
My arms
That’s where you need to be

Ah ah ah ah
But I know I know
The way the way
To make to make sure you never leave

If I come close baby would you like that
If I give some would you give it right back
If I show you that I know where it’s at
Baby would you like that
Baby would you like that

Say you want love boy I know what that means
Make you feel way better than in your dreams
If I show you that I know where it’s at
Baby would you like that
Baby would you like that

If I come close baby would you like that
If I give some would you give it right back
If I show you that I know where it’s at
Baby would you like that
Baby would you like that

Say you want love boy I know what that means
Make you feel way better than in your dreams
If I show you that I know where it’s at
Baby would you like that
Baby would you like that

#BABYMONSTER #베이비몬스터 #LIKE_THAT #EXCLUSIVE #PerformanceVideo #YG

More about BABYMONSTER @ https://BABYMONSTER.lnk.to/BABYMONS7ER 
Official YouTube https://www.youtube.com/@BABYMONSTER
Official Instagram https://www.instagram.com/babymonster_ygofficial
Official Facebook https://www.facebook.com/BABYMONSTER.ygofficial
Official Twitter https://twitter.com/YGBABYMONSTER_
Official TikTok https://tiktok.com/@babymonster_yg_tiktok
Official Weibo https://weibo.com/u/7811488144
Official bilibili https://space.bilibili.com/3493127232948989",2024-05-30T15:00:02Z,BABYMONSTER,"['BABYMONSTER', '베이비몬스터', '베몬', 'BABYMON', 'BAEMON', '하람', '아현', '루카', '치키타', '파리타', '로라', '아사', 'HARAM', 'AHYEON', 'RUKA', 'CHIQUITA', 'PHARITA', 'RORA', 'ASA']",14784568,886035,N/A,37499,PT2M58S,2d,hd,true,22,JP,JP,People & Blogs
F-D77eRU-qA,家族総出で旅行に行ったら老後まで計画立てられたwww,"@NakamachiAya 



無断転載いっぱいしてね(^^)☆彡


＼とうあがクリエティブディレクターをつとめるオリジナルブランド『BG』を発表！！ ／

BG コンセプト
年齢にも性別にも囚われず
ありのままの自分を少し強くする
心躍るままに、好奇心をそのままに
今日という日をあなたの人生で1番の日に


【オリジナルアパレルブランド『BG』発売!!】
発売日：2023年9月7日(木)19:00〜
↓商品購入はこちらから
販売URL：https://frontrowbyuuum.com/pages/bg
公式Instagram：https://www.instagram.com/bg_by_toatakami
公式LINE：https://lin.ee/x0Mr4DY 


【初のフォトブック発売中!!】
タイトル：『何者』
発売日：2023年1月24日(火)　
定価： ¥2,420円 (税込)
↓ご予約はこちらから
https://www.amazon.co.jp/dp/4299038533


【デビューシングル『若者 (Young)』リリース!!】
各配信音楽サービス：
https://big-up.style/GKtFVD1WXo

MV：
https://www.youtube.com/watch?v=o-IuJwyc1ig


【初のエッセイ本発売中】
タイトル：生まれ変わっても自分でいたいって思うために生きてる
発売日 ‏ : ‎ 2021年12月1日
定価：1,430円(本体1,300円+税)

Amazon：
https://www.amazon.co.jp/dp/B09KNGHSWS

セブンネットショッピング：
https://7net.omni7.jp/detail/1107245841


【とうあSNSアカウント】
Instagram：https://instagram.com/___2toua2___
TikTok：https://vt.tiktok.com/ZSJNXvVX9
Twitter：https://twitter.com/___2toua2___

150-0001
東京都渋谷区神宮前3-21-8T.S.原宿第２ビル
アソビシステム株式会社
unno@asobisystem.com",2024-05-31T10:00:20Z,とうあ,[],616814,11170,N/A,391,PT29M3S,2d,hd,false,24,JP,JP,Entertainment
g9Z99FhKvao,【袋麺食べ比べ②】ラ王・チャルメラ・出前一丁・チキン・わかめ・ワンタンメン！大波乱！,"今回の動画は
袋麺食べ比べ！第二弾！
オススメの袋麺、教えてください！

ロッチ Official YouTube Channel
https://www.youtube.com/@Lotti_CH

ロッチナイト【公式】
https://www.youtube.com/@lottinight/videos

＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊

「さまぁ〜ずチャンネル」公式グッズ購入はこちら！
https://starsmall.jp/shops/summers


＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊

ういんたぁ〜す「楽しく生きると決めたんだ」
ダウンロードはこちら！
https://nex-tone.link/A00113712

ういんたぁ〜す「夏も冬も」
ダウンロードはこちらから！
https://fanlink.to/natsumofuyumo

ういんたぁ〜す「夏も冬も -ボサノバmix-」
ダウンロードはこちらから！
https://fanlink.to/natsumofuyumo_boss...

このチャンネルは、
「観てくれた人がニコニコしちゃう」をモットーに
とにかく楽しい動画をアップするチャンネルです！

定期配信:金曜よる7時ごろ、土曜よる7時ごろ

三村マサカズTwitter
https://twitter.com/hentaimimura

大竹一樹Twitter
https://twitter.com/taketakeyakiimo

さまぁ〜ずチャンネル公式Twitter
https://twitter.com/summers_channel

お問い合わせはこちらへメールください
summers.channel.official@gmail.com

#さまぁーず
#三村マサカズ
#大竹一樹

協力　ホリプロ
制作　ジーヤマ",2024-05-31T10:00:41Z,さまぁ〜ずチャンネル,[],312205,5635,N/A,437,PT21M33S,2d,hd,false,24,JP,JP,Entertainment
7SpxoDAxYnQ,【全米女子24】世界ランク1位のネリー・コルダが12番パー3でまさかの池ポチャ3回,"【4日間全ラウンド生中継】
2024全米女子オープンゴルフ選手権 presented by アライ
https://www.golfnetwork.co.jp/lpga/tournament/us_womens_open_2024

◆日本人出場資格保有者　※順不同
渋野日向子、畑岡奈紗、笹生優花、古江彩佳、稲見萌寧、西村優菜、西郷真央、吉田優利、山下美夢有、鈴木愛、藤田さいき、岩井千怜、岩井明愛、神谷そら、河本結、木村彩子、小祝さくら、仁井優花、尾関彩美悠、櫻井心那、竹田麗央

◆大会・中継概要
5月30日(木)～6月2日(日)
コース：ランカスターカントリークラブ (ペンシルバニア州)
賞金総額：1,200万ドル
解説：岡本綾子（プロゴルファー）
実況：田中雄介

#全米女子オープンゴルフ選手権#ゴルフ#ゴルフネットワーク#golf#golfnetwork

【2024年ゴルフネットワーク海外メジャー放送予定】
★全米プロゴルフ選手権（5月16日〜5月19日）
★全米女子オープンゴルフ選手権 presented by アライ（5月30日～6月2日）
★全米オープンゴルフ選手権（6月13日～16日）
★全英オープンゴルフ選手権（7月18日～21日）
★AIG全英女子オープンゴルフ選手権（８月22日～25日）

■■■ゴルフネットワーク視聴方法■■■
★スカパー！・J:COMなどケーブルテレビ・プライムビデオチャンネル・ひかりTV・auひかり
https://www.golfnetwork.co.jp/channel/
★動画配信「ゴルフネットワークプラス」（スマホ・パソコン・タブレット）
https://tv.golfnetwork.co.jp/

■■■ゴルフネットワークのSNS■■■
★公式YouTubeチャンネル
https://www.youtube.com/JupiterGolfNetwork
★公式X（旧Twitter）
https://twitter.com/golfnetwork_jp
★公式Instagram
https://www.instagram.com/golfnetwork/
★公式Facebook
https://www.facebook.com/golfnetwork.jp
★公式LINE
https://page.line.me/golfnetwork

■■■ゴルフネットワーク公式ホームページ■■■
★トップページ
https://www.golfnetwork.co.jp/
★番組表
https://www.golfnetwork.co.jp/program/
★ゴルフニュース一覧
https://www.golfnetwork.co.jp/news/
★PGAツアー大会日程・放送予定
https://www.golfnetwork.co.jp/pga/

■■■国内最大級のスコア管理アプリ■■■
★ゴルフネットワークプラス スコア管理
iOS：https://apps.apple.com/jp/app/id561067103
Android：https://play.google.com/store/apps/details?id=com.asai24.golf&hl=ja

■■■ゴルフネットワークのオンラインストア■■■
★GO/LOOK（ゴルック）
https://golook.jp/

日本唯一のゴルフ専門チャンネル「ゴルフネットワーク」。松山英樹、久常涼、タイガー・ウッズ、ローリー・マキロイ、ビクトル・ホブランド、コリン・モリカワらが参戦する世界最高峰のゴルフツアー「PGAツアー」を全ラウンド生中継（※一部大会除く）。海外男女メジャートーナメントは、全米プロゴルフ選手権、全米オープンゴルフ選手権、全英オープンゴルフ選手権、全米女子オープンゴルフ選手権、AIG全英女子オープンの長時間ライブ中継を実現（※2024年放送実績より）。国内ツアーでは緊張の1番ホールをスタートしていくプロゴルファーたちをとことんライブでお送りする「とことん1番ホール生中継」がイチオシ。山下美夢有、小祝さくら、原英莉花ら人気女子プロゴルファーや、中島啓太、金谷拓実、蟬川泰果、石川遼など男子選手にも注目。さらにゴルフネットワークでしかみられない「ギア猿（MC：博多華丸）」「サンドウィッチマン伊達とナイツショット！」「ひとりゴルフ」など人気のゴルフ番組・レッスン番組を独占放送。ゴルフ動画配信サービス「ゴルフネットワークプラス」ならスマホ・パソコン・タブレットでいつでもどこでもゴルフネットワークが視聴できます。ゴルフをみるならゴルフネットワーク！",2024-05-31T02:39:40Z,GOLF NETWORK,"['ゴルフ', 'ゴルフネットワーク', 'golfnetwork', 'golf']",210790,174,N/A,35,PT1M37S,2d,hd,false,17,JP,JP,Sports
PPEN6LzVHwY,【Vlog】あのちゃんの一週間【Zeppライブ編】,あのだ,2024-05-31T09:04:45Z,あのちゅーる,[],245817,10666,N/A,834,PT9M27S,2d,hd,false,22,JP,JP,People & Blogs
vjakZvd0feU,【学マス】花海 佑芽 紹介PV【アイドルマスター】,"『アイドルマスター』シリーズ 新ブランド「学園アイドルマスター」
花海 佑芽（はなみ うめ）　CV.松田 彩音　紹介PVを公開！

▼花海 佑芽紹介文
補欠入学の新入生。元気いっぱい、身体能力抜群の元アスリート。
姉である咲季のことが大大大大大好きで、心から尊敬し、ライバル視し、最大の目標としている。 
咲季の献身的なサポートによって、アイドルの才能を開花させていく。

▼花海 佑芽　プロフィール詳細はこちら！▼
https://gakuen.idolmaster-official.jp/idol/ume/

▼#学マス ダウンロードはこちらから！▼
・App Store
https://apps.apple.com/jp/app/id6446659989?mt=8
・Google Play
https://play.google.com/store/apps/details?id=com.bandainamcoent.idolmaster_gakuen

▼学マス関連リンク▼
・公式サイト
https://gakuen.idolmaster-official.jp/
・公式X（旧:Twitter）
https://twitter.com/gkmas_official 

#学園アイドルマスター #花海 佑芽 #松田 彩音


◆アイドルマスターチャンネルとは？
「YouTubeでプロデュースがもっと楽しくなる！
すべての「アイドルマスター」プロデューサーさんたちの集う場所。」を掲げ、
プロデューサーさんたちのプロデュース活動を推進できるようなコンテンツをお届けしていきます！

= = = = = = = = = = =
【アイドルマスターチャンネル公式SNS】
https://x.com/imas_ch
【アイドルマスター公式SNS】
https://x.com/imas_official
【シリーズポータルサイトはこちら】
https://idolmaster-official.jp/
【アイドルマスター関連グッズ情報はこちらから！- アソビストア】
https://asobistore.jp/content/title/Idolmaster/index.html?_ga=2.105249925.789267441.1715745345-1479269034.1691397623&_gl=1*rinms9*_ga*MTQ3OTI2OTAzNC4xNjkxMzk3NjIz*_ga_496M962MBZ*MTcxNTc1NDgyNy41NzguMS4xNzE1NzU0ODcwLjAuMC4w
= = = = = = = = = = =
#アイマスch",2024-05-31T10:05:34Z,アイドルマスターチャンネル,"['アイドルマスター', 'アイマス', 'バンダイナムコ', 'IDOLM@STER', 'idolmaster', 'imas', '学園アイドルマスター', '初星学園', '花海佑芽', '松田彩音']",144663,4918,N/A,341,PT1M35S,2d,hd,false,20,JP,JP,Gaming
m-4ZM3jxhdE,"State of Play | May 30, 2024","State of Play is back! Tune in live for updates on PS5 and PS VR2 titles, plus a look at PlayStation Studios games arriving later this year. The 30+ minute show features 14 titles, and begins May 30 at 3pm PT / 6pm ET | May 31 12am CEST / 7am JST on YouTube, Twitch, and TikTok. See you then! 

Regarding Co-streaming and Video-On-Demand (VOD) 

Please note that this broadcast may include copyrighted content (e.g. licensed music) that PlayStation does not control. We welcome and celebrate our amazing co-streamers and creators, but licensing agreements outside our control could interfere with co-streams or VOD archives of this broadcast. If you’re planning to save this broadcast as a VOD to create recap videos, or to repost clips or segments from the show, we advise omitting any copyrighted music.

#ps5 #ps5games",2024-05-30T22:00:12Z,PlayStation,"['PlayStation', 'PS5', 'video games', 'next gen', 'Sony']",1780119,54367,N/A,8658,PT35M32S,2d,hd,true,20,JP,JP,Gaming
fbAmJSme6Ns,【祝】バービー第１子妊娠！みんなにご報告！,"結婚して3年！待望の第１子妊娠！
これからもバービー夫婦をよろしくお願いします！

バービー公式SNS
Twitter：https://twitter.com/Barbie_Babiro/
Instagram：https://www.instagram.com/fallin.love.barbie/

#バービー 
#妊娠
#フォーリンラブ
#松本明子
#にしおかすみこ
#イモトアヤコ
#宮島咲良",2024-05-30T10:00:39Z,バービーちゃんねる,[],826301,18040,N/A,995,PT28M54S,2d,hd,false,24,JP,JP,Entertainment
SCyVIfaXN0U,【ハイライト・5/30】巨人 井上1年半ぶりのプロ2勝目！ヘルナンデス来日初HR＆岡本和真逆転HR【巨人×ソフトバンク】【交流戦】,"2024年5月30日(木) 
#セパ交流戦
【#巨人 × #ソフトバンク】
@東京ドーム

#井上温大 #ヘルナンデス #岡本和真
#ジャイアンツ #giants #新風
#ホークス #sbhawks #VIVA 

■「GIANTS TV」https://bit.ly/3s2Un79
------------------------------------------------
「DRAMATIC BASEBALL 2024」
公式サイト：http://www.ntv.co.jp/baseball/​
公式X：https://twitter.com/ntv_baseball​
------------------------------------------------
#ドラベ #DRAMATICBASEBALL",2024-05-30T12:37:35Z,DRAMATIC BASEBALL 2024,[],502628,N/A,N/A,775,PT4M21S,2d,hd,false,17,JP,JP,Sports
_K_MfpW5xs0,さぁさぁ遂にきたぞイチローセレクションが！！最強イチロー爆誕か！？その他の選手も査定次第でアツいガチャになる！【プロスピA】# 1367,"チャンネル登録
http://youtube.com/c/vipbb

VIPのLINE公式アカウント(クリックしたら友達登録画面にいきます)
https://lin.ee/tLBnLI8

他ゲーを生配信してるサイト(APEXなど)
https://www.twitch.tv/vipjapan0619

実写チャンネル(週2.3日投稿)
https://www.youtube.com/channel/UCsiL2nqKZaikax1jouOFMBg

VIPのなにしてんねん！LINEスタンプ
https://store.line.me/stickershop/product/15401876

チャンネルメンバーシップ(メンバー限定の生放送や動画が見れる。限定の絵文字も使える)←月額かかります
メンバー期間が長いほどマークの色が変わっていきます
https://www.youtube.com/channel/UCy9GuRXGTm8TliQ-OJ7KwzA/join

〓V.I.P〓の実績
プロスピAチャンピオンシップ2018~2019 西日本大会優勝
プロスピAチャンピオンシップ2018~2019 全国大会優勝

ツイッター
https://twitter.com/vip_japanA

インスタ
https://www.instagram.com/bb_r_bb/

お仕事のご連絡があればこちら→vipjapanchannel@gmail.com

▼ファンレター、プレゼントの送付先に関しては、下記をご使用ください！▼
〒107-6228
東京都港区赤坂9-7-1
ミッドタウン・タワー 28階
UUUM株式会社
【V.I.P】　宛

BGM(友人作):https://www.youtube.com/channel/UCxqnopq06PUiMHCqcwh-9uw/featured

Track: Ikson - Paradise [Official]
Music provided by Ikson® 
Listen: https://youtu.be/TiQ7aug-GwI

#プロスピ #プロスピa #VIP #プロスピA #プロ野球スピリッツ #リアタイ #ガチャ #びっぷ",2024-05-30T10:30:20Z,【V.I.P】,"['プロスピ', 'プロスピa', 'プロスピA', 'プロ野球', 'プロ野球スピリッツ', 'リアタイ', 'リアルタイム対戦', 'ガチャ', '神回', '神引き', 'プロスピ2019', 'V.I.P', 'セレクション', 'イベント']",484950,9335,N/A,2495,PT13M12S,2d,hd,false,20,JP,JP,Gaming
